Account Name,Street Address,City,State,Country,Domain,Salesforce Account ID,Segment,Custom Attribute
Biamp Systems,,,,,biamp.com,,,
Bibix,,,,,bibix.nl,,,
Bicv Violex SA,,,,,bicworld.com,,,
iCONDU,,,,,biermann.bayern,,,
BiFAST,,,,,bifast.io,,,
Home,,,,,bigmir.net,,,
bik,,,,,bik.pl,,,
Self Employed,,,,,bike.com.ua,,,
bime,,,,,bime.de,,,
Business Institute,,,,,bin.hr,,,
binär industrie-informatik,,,,,binaer.com,,,
Binary Core,,,,,binarycore.it,,,
BioInfoBank Institute,,,,,bioinfo.pl,,,
Biokat Systeme,,,,,bio-kat.de,,,
Lunds universitet,,,,,biol.lu.se,,,
bioMérieux,,,,,biomerieux.com,,,
Biometer International A/S,,,,,biometer.dk,,,
ABS applied biometric Systems GmbH,,,,,biometricsys.de,,,
Biomicore,,,,,biomicore.com,,,
Biral,,,,,biral.com,,,
Bird Telecom,,,,,birdtelecom.hu,,,
TOPO,,,,,bison.ph.bham.ac.uk,,,
BITAC,,,,,bitac.com,,,
Bitidentify Sweden AB,,,,,bitidentify.com,,,
BitifEye Digital Test Solutions,,,,,bitifEye.com,,,
Bitmill srl,,,,,bitmill.it,,,
Bitron SPA,,,,,bitron.es,,,
Bits-Chips,,,,,bits-chips.nl,,,
Bitsim Ab,,,,,bitsim.se,,,
bitspecta,,,,,bitspecta.cz,,,
Industrialâ Devices,,,,,bittechnik.cz,,,
Bittium,,,,,bittium.com,,,
Bitvis,,,,,bitvis.no,,,
Bitwise Group,,,,,bitwisegroup.com,,,
KULeuven,,,,,biw.kuleuven.be,,,
Bizerba,,,,,bizerba.com,,,
bjerkem,,,,,bjerkem.de,,,
BK Telematics,,,,,b-k.gr,,,
MGU,,,,,bk.ru,,,
Analogic,,,,,bkmed.dk,,,
Brüel & Kjær,,,,,bksv.com,,,
BKtel,,,,,bktel.com,,,
Research In Motion,,,,,blackberry.com,,,
Black Box Network servives,,,,,blackbox.com,,,
BlackForest EDA,,,,,blackforest-eda.de,,,
Bladon Jets,,,,,bladonjets.com,,,
Blankom,,,,,blankom.de,,,
Blighter Surveillance Systems,,,,,blighter.com,,,
Blih LTD,,,,,blih.com,,,
BLiNQ,,,,,blinqnetworks.com,,,
JSB Design,,,,,blogh.co.uk,,,
BLOKS,,,,,bloks.de,,,
Bloomberg,,,,,bloomberg.net,,,
Blu Business Development,,,,,blubiz.de,,,
BLUE CAR LINE,,,,,bluecarline.com,,,
Blue Chip Technology,,,,,bluechiptechnology.co.uk,,,
Bluegiga Technologies,,,,,bluegiga.com,,,
BlueICe,,,,,blueice.be,,,
BLUEITS,,,,,blueits.com,,,
bluelabs,,,,,bluelabs.se,,,
Bluelectronic Srl,,,,,bluelectronic.it,,,
BlueLocar,,,,,bluelocar.com,,,
Blue Maestro,,,,,bluemaestro.com,,,
Bluemint Labs,,,,,bluemintlabs.com,,,
Blue Telecom Consulting,,,,,blue-tc.com,,,
EIPC,,,,,bluewin.ch,,,
CMS Enterprises Company,,,,,blueyonder.co.uk,,,
Bluways,,,,,bluways.com,,,
BluWireless Technology,,,,,bluwirelesstechnology.com,,,
Blue Wonder Communications,,,,,bluwo.com,,,
BM innovations GmbH,,,,,bm-innovations.com,,,
Thales Norway,,,,,bo.online.no,,,
sobeys,,,,,bobmail.info,,,
Janne Bockelie,,,,,bockelie.no,,,
Bocom,,,,,bocom-energy.de,,,
Frobas GmbH,,,,,bodhitec.eu,,,
Bodog UK,,,,,bodog.co.uk,,,
Boeing,,,,,boeing.com,,,
Bogen Electronic,,,,,bogen-electronic.com,,,
a,,,,,boi.com,,,
bolero,,,,,bolero.Informatik.Uni-Tuebingen.De,,,
Lubrication Components,,,,,bontaz-centre.com,,,
Byron Hotel,,,,,bookmytouronline.co.uk,,,
DDA Books and Media,,,,,bookswithviews.com,,,
Kidimedia,,,,,bookwidgets.com,,,
Borea,,,,,borea.si,,,
Innovatronics,,,,,borgeby.se,,,
Bosch Sensortec,,,,,bosch.com,,,
Bosch Sensortec,,,,,bosch-sensortec.com,,,
BOTTCO,,,,,bottco.de,,,
BoundaryValue Corporation,,,,,boundaryvalue.com,,,
Bourns,,,,,bourns.com,,,
BOWA,,,,,bowa.de,,,
BOWEN,,,,,bowenfr.com,,,
ACME,,,,,boximail.com,,,
Boxmark Leather Gmbh & Co Kg,,,,,Boxmark.Com,,,
Brabant Alucast International,,,,,brabantalucast.com,,,
Braemac,,,,,braemac.co.uk,,,
SNCB,,,,,b-rail.be,,,
BRAIN-TECH CONSULTING,,,,,brain-tech.it,,,
BRAND,,,,,brand.de,,,
brandon medical,,,,,brandon-medical.com,,,
Federal Government Civil Pro,,,,,Brandweerzonecentrum.Be,,,
Bernecker & Rainer,,,,,br-automation.co.at,,,
B&R,,,,,br-automation.com,,,
Brav,,,,,brav.it,,,
DEK Technologies Pty Ltd,,,,,bredband.net,,,
Sophia Business Angels,,,,,brelet.net,,,
Brieden,,,,,brieden.de,,,
Bright Ascension,,,,,brightascension.com,,,
Bright Box,,,,,bright-box.com,,,
BrightOne,,,,,brightone.pl,,,
Brightwake Ltd.,,,,,brightwake.co.uk,,,
Uob,,,,,bris.ac.uk,,,
Bristol Bluegreen,,,,,bristolbluegreen.com,,,
EXL,,,,,britishgas.co.uk,,,
Statoil,,,,,broadpark.no,,,
Brovind Vibratori,,,,,brovindvibratori.it,,,
BRS Messtechnik,,,,,brs-messtechnik.de,,,
Bruco Integrated Circuits,,,,,bruco.nl,,,
Bruco Integrated Circuits,,,,,bruco-ic.com,,,
Brückmann Elektronik,,,,,brueckmann-gmbh.de,,,
Bruker,,,,,bruker.com,,,
Brunel,,,,,brunel.net,,,
ImgTec,,,,,brunette.com.br,,,
Brush Traction,,,,,brushtraction.com,,,
Voss Ingenjörsfirma,,,,,brv.se,,,
"Bryan, Garnier & Co.",,,,,bryangarnier.com,,,
Barcelona Supercomputing Center,,,,,bsc.es,,,
Friedrich-Alexander-Universität Erlangen-Nürnberg,,,,,bsd.com.br,,,
Bse Electronic,,,,,bse-electronic.com,,,
Federal Office for Information Security,,,,,bsi.bund.de,,,
Baltic Scientific Instruments,,,,,bsi.lv,,,
BSkyB LTD,,,,,bskyb.com,,,
BS2-Multidata,,,,,bs-Multidata.de,,,
BST,,,,,bst-international.com,,,
BT,,,,,bt.com,,,
Btg Electroncs Design Bv,,,,,btg.nl,,,
Blekinge College of Technology,,,,,bth.se,,,
Infoblox,,,,,btinternet.com,,,
taskam,,,,,btopenworld.com,,,
BTU Cottbus-Senftenberg,,,,,b-tu.de,,,
Buffalo technology MELCO,,,,,buffalo-technology.com,,,
Buhler,,,,,buhlergroup.com,,,
Bull,,,,,bull.com,,,
BULL,,,,,bull.net,,,
BULME Graz-Gösting,,,,,bulme.at,,,
Bulteh 2000,,,,,bulteh.com,,,
Bundeswehr,,,,,bundeswehr.org,,,
burdamedia.pl,,,,,burdamedia.pl,,,
Private,,,,,burggasser.eu,,,
Burkert Contromatic,,,,,burkert.com,,,
BURY Technologies,,,,,bury.com,,,
BUYPRO/EPSA - CEPSA,,,,,buypro.es,,,
Brain Vision Systems,,,,,bvs-tech.com,,,
BWCE e.K.,,,,,bwce.de,,,
Bowers & Wilkins,,,,,bwgroup.com,,,
BWO Elektronik GmbH,,,,,bwo-elektronik.de,,,
WSG,,,,,byd.pl,,,
mffs gmbh,,,,,byom.de,,,
Roger S Gardens Colorscape Inc,,,,,byroger.com,,,
Telekom,,,,,byron.sk,,,
Byte Paradigm,,,,,byteparadigm.com,,,
BIO_ENVIRO innovations,,,,,c.dk,,,
PROLAN Iranyitastechnika Zrt.,,,,,c2.hu,,,
CA Technologies,,,,,ca.com,,,
National Institute of Nuclear Physics,,,,,ca.infn.it,,,
UNINOVA-CA3,,,,,ca3-uninova.org,,,
Cabasus,,,,,cabasus.com,,,
CAD92 di Tacconi Roberto,,,,,cad92.it,,,
Cadac Holdings,,,,,cadac-sound.com,,,
CADENAS,,,,,cadenas.de,,,
C.A. Designs,,,,,cadesigns.co.uk,,,
cadfem,,,,,cadfem.de,,,
Cadlog,,,,,cadlog.fr,,,
Cadonix,,,,,cadonix.com,,,
Cadputer,,,,,cadputer.se,,,
CADREX,,,,,cadrex.com.pl,,,
CADwalk,,,,,cadwalk.de,,,
CAEN,,,,,caen.it,,,
Ingenieurbuero,,,,,cae-ta.de,,,
CAF,,,,,caf.es,,,
CAF Signalling,,,,,cafsignalling.com,,,
Caillau Inc,,,,,Caillau.Com,,,
Cairdac,,,,,cairdac.com,,,
Calderdale College,,,,,calderdale.ac.uk,,,
Warwick,,,,,callaghanuk.net,,,
Cambeam System Design Services,,,,,cambeamsystemdesign.co.uk,,,
Cambium Networks,,,,,cambiumnetworks.com,,,
Cambridge Design Partnership,,,,,cambridge-design.co.uk,,,
CAME,,,,,came.com,,,
Camea,,,,,camea.cz,,,
Campera,,,,,camperadsp.com,,,
Campera Electronic Systems,,,,,campera-es.com,,,
CamSemi,,,,,camsemi.com,,,
CamverTech,,,,,camvertech.com,,,
Canberra,,,,,canberra.com,,,
Cannon Technologies,,,,,cannontech.co.uk,,,
Canterbury Consulting,,,,,canterbury-consulting.co.uk,,,
Capital at Work,,,,,capitalatwork.com,,,
Caponic,,,,,caponic.se,,,
CAPRES,,,,,capres.com,,,
Capsys,,,,,capsys.eu,,,
capel,,,,,captura-el.com,,,
Capvidia,,,,,capvidia.be,,,
Capvidia,,,,,capvidia.com,,,
Cambrian,,,,,carbrain.net,,,
Cardoni Patrizio,,,,,cardoni.it,,,
CARFAX,,,,,carfax.nl,,,
Cargolux,,,,,cargolux.com,,,
CARI,,,,,cari-electronic.com,,,
Carlisle Interconnect Technologies,,,,,carlisleit.com,,,
Carlo Gavazzi,,,,,carlogavazzi.com.mt,,,
Carmeq,,,,,carmeq.com,,,
Carnegie Investment Bank,,,,,carnegie.se,,,
Carnyx Consulting,,,,,carnyx-consult.com,,,
awyse,,,,,carrebasset.com,,,
Carrypad,,,,,carrypad.com,,,
Carten Controls,,,,,cartencontrols.com,,,
Eads Casa North America Inc,,,,,casa.eads.net,,,
Casa Systems,,,,,casa-systems.com,,,
Cascoda,,,,,cascoda.com,,,
Cash Bases,,,,,cashbases.co.uk,,,
Casram Rail S.P.A.,,,,,casram.it,,,
CAST,,,,,cast-inc.com,,,
Castlet Ltd,,,,,castletltd.com,,,
Studio Cavalcoli,,,,,cavalcolialdo.191.it,,,
Cavendish Kinetics,,,,,cavendish-kinetics.com,,,
Cavendish Nuclear,,,,,cavendishnuclear.com,,,
Cavium,,,,,caviumnetworks.com,,,
CB&I,,,,,cbi.com,,,
Space Research Centre of Polish Academy of Sciences,,,,,cbk.waw.pl,,,
CBM Wales,,,,,cbmwales.co.uk,,,
Cambridge Broadband Networks,,,,,cbnl.com,,,
Mobilarstvi,,,,,c-box.cz,,,
Cnet Uk,,,,,cbs.com,,,
cb svendsen,,,,,cb-svendsen.dk,,,
cccom GmbH,,,,,cccom.at,,,
Cocom Consumer Electronics Ltd,,,,,cc-e.co.uk,,,
Culham Centre for Fusion Energy,,,,,ccfe.ac.uk,,,
"Cchamb I D, S.L.",,,,,cchamb.es,,,
CC Initiative Ltd,,,,,cc-initiative.com,,,
CCM,,,,,ccm.nl,,,
Radisys,,,,,ccpu.com,,,
Concurrent Technologies,,,,,cct.co.uk,,,
Centre for Development of Advanced Computing,,,,,cdac.in,,,
C Data Solutions,,,,,cdatas.com,,,
Continental Device,,,,,cdil.com,,,
CEA-LETI,,,,,cea.fr,,,
CEA SPA,,,,,ceaweld.com,,,
CEB,,,,,ceb.it,,,
CEBI,,,,,cebi.com,,,
ISEL-CEDET,,,,,cedet.isel.ipl.pt,,,
Thales Group,,,,,cegetel.net,,,
CEiiA,,,,,ceiia.com,,,
CEIT-IK4,,,,,ceit.es,,,
Universita Degli Studi Di Trieste,,,,,cekanet.com,,,
Celfinet Portugal,,,,,celfinet.com,,,
Cellavision,,,,,cellavision.se,,,
Cellix,,,,,cellixltd.com,,,
Hnit Baltic,,,,,cellular-expert.com,,,
cem2,,,,,cem2.univ-montp2.fr,,,
CENER,,,,,cener.com,,,
CENTILE TELECOM APPLICATIONS,,,,,centile.com,,,
CENTRALP,,,,,centralp.fr,,,
FORENSIC SCIENCE CENTRE of LITHUANIA,,,,,centras.lt,,,
Martin Golda,,,,,centropol.cz,,,
Centrum Holdings SRO,,,,,centrum.cz,,,
Tuke,,,,,centrum.sk,,,
Centum Adeneo,,,,,centumadetel.com,,,
cepheid,,,,,cepheid.se,,,
CEPIA Technologies s.r.o.,,,,,cepia-technologies.cz,,,
Compañía Española de Petróleos,,,,,cepsa.com,,,
ATRON Metrology,,,,,cerap.fr,,,
Cerberus Security Laboratories,,,,,cerb-labs.com,,,
CERN,,,,,cern.ch,,,
Cerntech,,,,,cerntech.hu,,,
Certain Exhibitions Ltd,,,,,certainexhibitions.co.uk,,,
certicon,,,,,certicon.cz,,,
CESA,,,,,cesa.aero,,,
Labo Cesr,,,,,cesr.fr,,,
thyssenkrupp,,,,,ceteco.it,,,
cetim,,,,,cetim.fr,,,
Silkan,,,,,cetrac.io,,,
Cetti,,,,,cetti.ro,,,
CEVOR spol. s r.o.,,,,,cevor.cz,,,
CEVT,,,,,cevt.se,,,
IST-CFN,,,,,cfn.ist.utl.pt,,,
Cgc Instruments,,,,,cgc-instruments.com,,,
CG,,,,,cgglobal.com,,,
CGS,,,,,cgspace.it,,,
Cgt Spa,,,,,cgt.it,,,
asdfdsaf,,,,,chacuo.net,,,
Changan UK,,,,,changan.com.cn,,,
Changan UK R&D Centre,,,,,changanuk.com,,,
channel e,,,,,channel-e.de,,,
Channel Magic,,,,,channelmagic.co.uk,,,
The Charité – Universitätsmedizin Berlin,,,,,charite.de,,,
Charles Maxwell,,,,,charlesmaxwell.co.uk,,,
Chassis Brakes,,,,,chassisbrakes.com,,,
Chauvin-Arnoux,,,,,chauvin-arnoux.com,,,
Bmge,,,,,chello.hu,,,
Chemring Technology Solutions,,,,,chemringts.com,,,
Cherithcane,,,,,cherithcane.co.uk,,,
chess,,,,,chess.nl,,,
chester,,,,,chester.ac.uk,,,
CHEVILLOT,,,,,chevillot.com,,,
Chevin Technology,,,,,chevintechnology.com,,,
ChiasTek,,,,,chiastek.com,,,
China Mobile,,,,,chinamobile.com,,,
Chipcraft,,,,,chipcraft.com,,,
ChipCraft,,,,,chipcraft-ic.com,,,
chip design dresden,,,,,chip-design.de,,,
Chipeo,,,,,chipeo.com,,,
Chipidea,,,,,chipidea.com,,,
Chipinvest,,,,,chipinvest.com,,,
Chip Link SRL,,,,,chiplink.ro,,,
Chipright,,,,,chipright.com,,,
UVM Coach,,,,,christoph-suehnel.de,,,
Chronocam,,,,,chronocam.com,,,
Universidade de Coimbra,,,,,ci.uc.pt,,,
Cic,,,,,cic.aut.ac.ir,,,
[not provided],,,,,cict.dtu.dk,,,
LTHR Universite Paul Sabatier,,,,,cict.fr,,,
Cidaut Foundation,,,,,cidaut.es,,,
Cie Automotive,,,,,cieautomotive.com,,,
CIELE,,,,,ciele.fr,,,
CIEMAT,,,,,ciemat.es,,,
CIMEL Electronique,,,,,cimel.fr,,,
CIMR Centre,,,,,cimr.pub.ro,,,
Cinemo,,,,,cinemo.com,,,
Cinergia,,,,,cinergia.coop,,,
Cinetic Landis,,,,,cinetic-landis.co.uk,,,
CINPHONI,,,,,cinphoni.com,,,
Cinterion,,,,,cinterion.com,,,
CiS Research Institute for Micro Sensors and Photovoltaics,,,,,cismst.de,,,
Cork Institute of Technology,,,,,cit.ie,,,
CI Tech Components,,,,,citech.com,,,
Citron,,,,,citron.de,,,
CITY College,,,,,city.academic.gr,,,
NexGuard Labs France SAS,,,,,civolution.com,,,
C-LAB,,,,,c-lab.de,,,
Palm View Consulting sprl,,,,,clarencepinto.com,,,
Clarion,,,,,clarion.fr,,,
Claryo Group,,,,,claryo.ro,,,
ClassiCAD,,,,,classicad.cz,,,
cleanLASER,,,,,cleanlaser.de,,,
ClearSpeed Technology,,,,,clearspeed.com,,,
CLEARSY Systems Engineering,,,,,clearsy.com,,,
Clearview Traffic Group,,,,,clearviewtraffic.com,,,
Cl Electronic Consulting,,,,,clecab.se,,,
clemessy,,,,,clemessy.fr,,,
cl-eng.fr,,,,,cl-eng.fr,,,
IN2P3 LPC Aubiere - Laboratoire de Physique Corpusculaire ,,,,,clermont.in2p3.fr,,,
TH Nuernberg,,,,,clk-domain.de,,,
CloudISR,,,,,cloudisr.com,,,
Cloudium Systems,,,,,cloudiumsystems.com,,,
CLUB,,,,,CLUB.FR,,,
club internet,,,,,club-internet.fr,,,
Clucas Consultants,,,,,clucasfamily.com,,,
Clue Technologies,,,,,clue.aero,,,
Clyde Space,,,,,clyde-space.com,,,
CMC,,,,,cmc.ca,,,
"CMC Labs, a division of CMC S.r.l.",,,,,cmclabs.com,,,
CMD S.p.a.,,,,,cmdengine.com,,,
Cascade Microtech,,,,,cmicro.com,,,
Cmid,,,,,cmigroupe.com,,,
CML Microcircuits,,,,,cmlmicro.com,,,
CML Microsystems,,,,,cmlmicroplc.com,,,
CMORE Automotive,,,,,cmore-automotive.com,,,
CMOSIS,,,,,cmosis.com,,,
CMOSIS N.V.,,,,,cmosis.eu,,,
CMR Design Automation,,,,,cmrda.com,,,
Cotswold Microsystems,,,,,cmsgaming.co.uk,,,
CNFM GIP,,,,,cnfm.fr,,,
CNH Industrial,,,,,cnh.com,,,
CNH Industrial,,,,,cnhind.com,,,
CNIT,,,,,cnit.it,,,
Institute of Microelectronics of Barcelona,,,,,cnm.es,,,
Lcpe - Cnrs,,,,,cnrs-orleans.fr,,,
Fraunhofer Institut FÃ_r Werkzeugmaschinen und Umformtechnik,,,,,cnt.fraunhofer.de,,,
College of North West London,,,,,cnwl.ac.uk,,,
Universidade de Coimbra,,,,,co.it.pt,,,
Coban Consulting,,,,,coban-consulting.com,,,
Cobo Spa,,,,,Cobospa.It,,,
Coclare,,,,,coclare.co.uk,,,
Codasip Software,,,,,codasip.com,,,
Codenex,,,,,codenex.fi,,,
Codethink,,,,,codethink.co.uk,,,
Codetronics,,,,,codetronics.eu,,,
Codex,,,,,codex.online,,,
Cogknit Semantics,,,,,cogknit.com,,,
Cognicatus AB,,,,,cognicatus.com,,,
Coherent,,,,,coherent.com,,,
"Iberco, S.A.",,,,,coiirm.es,,,
College of Telecommunications Engineering,,,,,coit.es,,,
I.E.S. Don Bosco,,,,,coitt.es,,,
Collabora,,,,,collabora.com,,,
Cologne Chip,,,,,cologenchip.com,,,
[not provided],,,,,com.dtu.dk,,,
uvigo,,,,,com.uvigo.es,,,
Comau SpA,,,,,comau.com,,,
Combitech,,,,,combitech.se,,,
comedd,,,,,comedd.fraunhofer.de,,,
Comet Electronics,,,,,comet.srl.ro,,,
COMGEST,,,,,comgest.com,,,
Seascape Tech,,,,,comhem.se,,,
CommAgility,,,,,commagility.com,,,
COMMEND INTERNATIONAL GMBH,,,,,commend.com,,,
CommScope,,,,,commscope.com,,,
Commsignia,,,,,commsignia.com,,,
UNIPA,,,,,community.unipa.it,,,
[not provided],,,,,comnets.uni-bremen.de,,,
Comonet,,,,,comonet.eu,,,
Compact Dynamics,,,,,compact-dynamics.de,,,
Compact Laser Solutions,,,,,compactlaser.de,,,
Comparex Austria,,,,,comparex.at,,,
COMPAREX AG,,,,,comparex.com,,,
Compotech Provider AB,,,,,compotech.se,,,
CompoTEK GmbH,,,,,compotek.de,,,
Compound Photonics,,,,,compoundphotonics.com,,,
COMPRION,,,,,comprion.com,,,
Smart design,,,,,compuserve.com,,,
IEEE,,,,,computer.org,,,
ComputerBase,,,,,computerbase.de,,,
Compuwave GmbH,,,,,compuwave.de,,,
Compuwise Limited,,,,,compuwise.co.uk,,,
iofwjei,,,,,coms.us,,,
Comsis,,,,,comsis.fr,,,
[not provided],,,,,comtec.e-technik.uni-kassel.de,,,
Comtech Systems Computer,,,,,comtech.ae,,,
Comtel Corporation,,,,,comtel-online.de,,,
Comtrade,,,,,comtrade.com,,,
Conductix-Wampfler,,,,,conductix.com,,,
Confidex,,,,,confidex.com,,,
Confiware ApS,,,,,confiware.com,,,
consultant-res,,,,,consultant-res.ro,,,
The Sales Group Inc,,,,,consultgc.it,,,
ConSystemSea,,,,,consystemsea.com,,,
CONTAL OK,,,,,contal.sk,,,
Continental Aktiengesellschaft,,,,,conti.de,,,
Continental Automotive,,,,,continental.com,,,
Continental Automotive AG,,,,,continental-corporation.com,,,
Controlar,,,,,controlar.pt,,,
Controls and Data Services,,,,,controlsdata.com,,,
Contur 2000,,,,,contur2000.pl,,,
CONVANIT,,,,,convanit.com,,,
Convergens,,,,,convergens.fi,,,
convey Information Systems,,,,,convey.de,,,
CoolStream International Ltd.,,,,,coolstreamtech.com,,,
Coord3 Industries S.R.L.,,,,,coord3.it,,,
Copie Growth Advisors,,,,,copiagrowth.com,,,
Copreci,,,,,copreci.es,,,
Copenhagen Sensor Technology,,,,,copst.com,,,
CoreNetiX,,,,,corenetix.com,,,
Coresonic,,,,,coresonic.com,,,
Core|Vision,,,,,core-vision.nl,,,
Coreworks,,,,,coreworks-sa.com,,,
Coriant R&D GmbH,,,,,coriant.com,,,
Blanchardstown Corporate Park,,,,,corporatepark.ie,,,
Corsair Technology,,,,,corsairtechnology.co.uk,,,
Cortex,,,,,cortex.dk,,,
COSMED,,,,,cosmed.it,,,
COSTER,,,,,coster.eu,,,
Cosworth,,,,,cosworth.com,,,
[not provided],,,,,cosy.sbg.ac.at,,,
Cosylab,,,,,cosylab.com,,,
CoSynth,,,,,cosynth.com,,,
Self,,,,,cotoe.com,,,
Couei Emea Ltd.,,,,,couei.com,,,
Coventor Inc,,,,,coventor.com,,,
Covidien,,,,,covidien.com,,,
Covnetics,,,,,covnetics.com,,,
cozan.com,,,,,cozan.com,,,
Cp Technocentre,,,,,cp.com,,,
Cinema Printing Company,,,,,cpclondon.com,,,
CPPM,,,,,cppm.in2p3.fr,,,
Crain Communications,,,,,craincom.de,,,
Crane Aerospace,,,,,craneae.fr,,,
Eldec France,,,,,craneaerospace.com.fr,,,
Crayon A/S,,,,,crayon.com,,,
CRealiTijd,,,,,CRealiTijd.nl,,,
Crea,,,,,crea-test.com,,,
creative eurecom,,,,,creative.fr,,,
Creator,,,,,creator.se,,,
Crédit Agricole,,,,,credit-agricole-sa.fr,,,
Creon Technology,,,,,Creontech.Com,,,
Creotech Instruments,,,,,creotech.pl,,,
Cresitt Industrie,,,,,cresitt.com,,,
CRF,,,,,crf.it,,,
SFRS,,,,,crfs.com,,,
Crisa,,,,,crisa.es,,,
Critical Software SA,,,,,criticalsoftware.com,,,
Croftedge Marketing Limited,,,,,croftedge.com,,,
Crouzet,,,,,crouzet.com,,,
Crowcon,,,,,crowcon.com,,,
C.R.S. iiMotion,,,,,crs-iimotion.com,,,
crypto,,,,,crypto.ruhr-uni-bochum.de,,,
Cryptography Research,,,,,Cryptography.Com,,,
CryptoGuard,,,,,cryptoguard.se,,,
Cryptoquantique,,,,,cryptoquantique.com,,,
NUI Maynooth,,,,,cs.may.ie,,,
TEI Crete,,,,,cs.teiher.gr,,,
cs.tu-chemnitz.de,,,,,cs.tu-chemnitz.de,,,
UPT,,,,,cs.upt.ro,,,
Universiteit Twente,,,,,cs.utwente.nl,,,
CSA Group,,,,,csagroup.org,,,
Sce,,,,,cscheidl.de,,,
CSDM,,,,,csdm.nl,,,
C&S group,,,,,cs-group.de,,,
CSIC,,,,,csic.es,,,
Csi Works,,,,,Csiworks.Nl,,,
csm,,,,,csm.de,,,
CSM Group,,,,,csmmachinery.com,,,
IN2P3,,,,,csnsm.in2p3.fr,,,
C S P   s c ar l ,,,,,csp.it,,,
Computer Simulation Technology,,,,,cst.com,,,
Creative System Solutions GmbH,,,,,CSyS.de,,,
c't Magazin,,,,,ct.de,,,
CTAE,,,,,ctae.org,,,
CTAG,,,,,ctag.com,,,
Concurrent Technologies,,,,,ctc.com,,,
cti.pub.ro,,,,,cti.pub.ro,,,
ctima,,,,,ctima.uma.es,,,
CTM Centre Tecnològic,,,,,ctm.com.es,,,
CTPP Ltd,,,,,ctpp.co.uk,,,
CTS electronics,,,,,ctsgroup.it,,,
CTS,,,,,cts-umweltsimulation.de,,,
Ctt Systems Ab,,,,,ctt.se,,,
CCTC,,,,,cttc.es,,,
Cubic-info Software-Engineering,,,,,cubic-info.de,,,
CUONICS,,,,,cuonics.com,,,
Cursor Controls,,,,,cursorcontrols.com,,,
curtistech,,,,,curtistech.co.uk,,,
Custom Engineering SpA,,,,,custom.it,,,
CVD AB,,,,,cvd.se,,,
CW Sonderoptic,,,,,cw-sonderoptic.de,,,
Cyber1St,,,,,cyber1st.co.uk,,,
Cybercom Group,,,,,cybercom.com,,,
Cybercom Group,,,,,cybercomgroup.com,,,
Cybernetix,,,,,cybernetix.fr,,,
cybertu.be,,,,,cybertu.be,,,
Cyc,,,,,cyc.ull.es,,,
Cycoign,,,,,cycoign.demon.co.uk,,,
cyf kr,,,,,cyf-kr.edu.pl,,,
Cyngus Instruments,,,,,cygnus-instruments.com,,,
Inz. Jerzy Cygon Biuro Badania Wypadkã_W,,,,,cygon.eu,,,
Cylad Consulting,,,,,cylad.com,,,
Cylon Energy,,,,,cylon.com,,,
Cymer,,,,,cymer.com,,,
CyNergy Consulting,,,,,cynergy-consulting.com,,,
CYTOO,,,,,cytoo.com,,,
Cyviz,,,,,cyviz.com,,,
Flextronics Design Brno,,,,,Cz.Flextronics.Com,,,
cs3ro wrl,,,,,czero.it,,,
DAAD,,,,,daad-alumni.de,,,
Daceta Consulting,,,,,daceta.com,,,
1111111111,,,,,dada.com,,,
Daeman,,,,,daeman.com,,,
Dubai Silicon Oasis,,,,,dafza.gov.ae,,,
Dagan Global,,,,,daganglobal.com,,,
DAI-Labor,,,,,dai-labor.de,,,
Dairymaster,,,,,dairymaster.com,,,
Daisalux,,,,,daisalux.com,,,
Fkjf,,,,,daisytechbg.com,,,
Daiteq S.R.O.,,,,,daiteq.com,,,
DAKEL,,,,,dakel.cz,,,
sdfgkjr,,,,,dalkldfg.com,,,
Dallmeier Italia Srl,,,,,dallmeier-italia.it,,,
Damhave Systems Aps,,,,,damhave.com,,,
Danfysik,,,,,danfysik.dk,,,
LondonCompany,,,,,dangoor.net,,,
Dantec Dynamics A/S,,,,,dantecdynamics.com,,,
Danysoft,,,,,danysoft.com,,,
Dapcom Data Services,,,,,dapcom.es,,,
DAQRI,,,,,daqri.com,,,
Deutscher Amateur-Radio-Club,,,,,darc.de,,,
Dosch & Amand Research,,,,,da-research.de,,,
dasgupta,,,,,dasgupta.de,,,
Das Photonics,,,,,dasphotonics.com,,,
Dassault Aviation,,,,,dassault-aviation.com,,,
KevMit,,,,,data.pl,,,
datacorp,,,,,datacorp.fr,,,
Data Display Uk,,,,,datadisplayuk.com,,,
NA Corporation,,,,,datakonsulenten.no,,,
Datalogic,,,,,datalogic.com,,,
Data Modul Weikersheim GmbH,,,,,data-modul.com,,,
Datapage Limited,,,,,datapage.co.uk,,,
dataPartner,,,,,datapartner.cz,,,
Datapath,,,,,datapath.co.uk,,,
Datapixel,,,,,datapixel.com,,,
Telemetrie Elektronik GmbH,,,,,datatel-telemetry.de,,,
data ventures,,,,,dataventures.io,,,
Datcon Kft.,,,,,datcon.hu,,,
datsi.fi.upm.es,,,,,datsi.fi.upm.es,,,
FHJD Limited,,,,,davidatwilliams.plus.com,,,
Davidson Consulting,,,,,davidson.fr,,,
Davy Consulting,,,,,davy-consulting.com,,,
dbai,,,,,dbai.tuwien.ac.at,,,
Dbm Circuiti Elettronici,,,,,dbmce.com,,,
ATLANTIC AEROSPACE ELECTRIC CORP,,,,,dc.aaec.com,,,
Universidade DO Porto,,,,,dcc.fc.up.pt,,,
